40.39,22.21,22.46,8.0,1.0,38.28
40.39,22.21,22.55,8.0,1.0,38.45
40.39,22.21,22.63,8.0,1.0,38.63
40.39,22.21,22.71,8.0,1.0,38.79
40.39,22.22,22.79,8.0,1.0,38.96
40.39,22.22,22.88,8.0,1.0,39.13
40.39,22.22,22.96,8.0,1.0,39.29
40.39,22.22,23.04,8.0,1.0,39.45
40.39,22.22,23.12,8.0,1.0,39.6
40.39,22.22,23.2,8.0,1.0,39.76
40.39,22.22,23.29,8.0,1.0,39.92
40.39,22.23,23.37,8.0,1.0,40.02
40.39,22.23,23.45,8.0,1.0,40.17
40.39,22.23,23.54,8.0,1.0,40.32
40.39,22.23,23.62,8.0,1.0,40.47
40.39,22.23,23.7,8.0,1.0,40.62
40.39,22.23,23.78,8.0,1.0,40.82
40.39,22.23,23.87,8.0,1.0,40.97
40.39,22.23,23.95,8.0,1.0,41.52
40.39,22.24,24.03,8.0,1.0,41.68
40.39,22.24,24.11,8.0,1.0,41.84
40.39,22.24,24.2,8.0,1.0,41.96
40.39,22.24,24.28,8.0,1.0,42.12
40.39,22.24,24.36,8.0,1.0,42.2
40.39,22.24,24.44,8.0,1.0,42.32
40.39,22.24,24.53,8.0,1.0,42.45
40.39,22.25,24.61,8.0,1.0,42.58
40.39,22.25,24.69,8.0,1.0,42.71
40.39,22.25,24.77,8.0,1.0,42.84
40.39,22.25,24.86,8.0,1.0,42.97
40.39,22.25,24.94,8.0,1.0,43.11
40.39,22.25,25.02,8.0,1.0,43.25
40.39,22.25,25.1,8.0,1.0,43.38
40.39,22.26,25.18,8.0,1.0,43.52
40.39,22.26,25.27,8.0,1.0,43.66
40.39,22.26,25.35,8.0,1.0,43.8
40.39,22.26,25.43,8.0,1.0,43.94
40.39,22.26,25.51,8.0,1.0,44.08
40.39,22.26,25.6,8.0,1.0,44.17
40.39,22.26,25.68,8.0,1.0,44.32
40.39,22.27,25.76,8.0,1.0,44.46
40.39,22.27,25.84,8.0,1.0,44.6
40.39,22.27,25.92,8.0,1.0,44.74
40.39,22.27,26.01,8.0,1.0,44.89
40.39,22.27,26.09,8.0,1.0,45.03
40.39,22.27,26.17,8.0,1.0,45.17
40.39,22.28,26.25,8.0,1.0,45.32
40.39,22.28,26.34,8.0,1.0,45.46
40.39,22.28,26.42,8.0,1.0,45.6
40.39,22.28,26.5,8.0,1.0,45.75
40.39,22.28,26.58,8.0,1.0,45.89
40.39,22.28,26.67,8.0,1.0,46.04
40.39,22.28,26.75,8.0,1.0,46.18
40.39,22.29,26.83,8.0,1.0,46.27
40.39,22.29,26.91,8.0,1.0,46.42
40.39,22.29,26.99,8.0,1.0,46.56
40.39,22.29,27.08,8.0,1.0,46.71
40.39,22.29,27.16,8.0,1.0,46.85
40.39,22.29,27.24,8.0,1.0,46.99
40.39,22.29,27.32,8.0,1.0,47.14
40.39,22.3,27.4,8.0,1.0,47.28
40.39,22.3,27.49,8.0,1.0,47.43
40.39,22.3,27.57,8.0,1.0,47.57
40.39,22.3,27.65,8.0,1.0,47.72
40.39,22.3,27.73,8.0,1.0,47.86
40.39,22.3,27.81,8.0,1.0,48.01
40.39,22.3,27.9,8.0,1.0,48.15
40.39,22.31,27.98,8.0,1.0,47.89
40.39,22.31,28.06,8.0,1.0,48.08
40.39,22.31,28.23,8.0,1.0,48.26
40.39,22.3,28.4,8.0,1.0,48.43
40.39,22.28,28.64,8.0,1.0,48.61
40.39,22.26,28.86,8.0,1.0,48.78
40.39,22.24,29.07,8.0,1.0,48.94
40.39,22.23,29.1,8.0,1.0,49.11
40.39,22.22,29.15,8.0,1.0,49.27
40.39,22.21,29.18,8.0,1.0,49.43
40.39,22.22,29.22,8.0,1.0,49.59
40.39,22.22,29.27,8.0,1.0,49.74
40.39,22.22,29.32,8.0,1.0,49.9
40.39,22.22,29.38,8.0,1.0,50.05
40.39,22.22,29.44,8.0,1.0,50.2
40.39,22.22,29.5,8.0,1.0,50.31
40.39,22.22,29.56,8.0,1.0,50.46
40.39,22.22,29.63,8.0,1.0,50.61
40.39,22.22,29.69,8.0,1.0,50.75
40.39,22.23,29.76,8.0,1.0,50.9
40.39,22.23,29.83,8.0,1.0,51.05
40.39,22.23,29.9,8.0,1.0,51.35
40.39,22.23,29.98,8.0,1.0,51.35
40.39,22.23,30.05,8.0,1.0,51.49
40.39,22.23,30.13,8.0,1.0,51.64
40.39,22.24,30.2,8.0,1.0,51.79
40.39,22.24,30.36,8.0,1.0,52.08
40.39,22.24,30.36,8.0,1.0,52.08
40.39,22.24,30.44,8.0,1.0,52.22
40.39,22.24,30.52,8.0,1.0,52.37
40.39,22.24,30.59,8.0,1.0,52.46
40.39,22.24,30.67,8.0,1.0,52.61
40.39,22.24,30.76,8.0,1.0,52.75
40.39,22.25,30.83,8.0,1.0,52.9
40.39,22.25,30.92,8.0,1.0,53.04
40.39,22.25,31.0,8.0,1.0,53.19
40.39,22.25,31.08,8.0,1.0,53.33
40.39,22.25,31.16,8.0,1.0,53.48
40.39,22.25,31.24,8.0,1.0,53.62
40.39,22.25,31.32,8.0,1.0,53.76
40.39,22.26,31.4,8.0,1.0,53.91
40.39,22.26,31.48,8.0,1.0,54.05
40.39,22.26,31.57,8.0,1.0,54.2
40.39,22.26,31.65,8.0,1.0,54.29
40.39,22.26,31.73,8.0,1.1,54.43
40.39,22.26,31.81,8.0,1.1,54.58
40.39,22.26,31.89,8.0,1.1,54.72
40.39,22.27,31.97,8.0,1.1,54.87
40.39,22.27,32.06,8.0,1.1,55.01
40.39,22.27,32.14,8.0,1.1,55.15
40.39,22.27,32.22,8.0,1.1,55.3
40.39,22.27,32.3,8.0,1.1,55.44
40.39,22.27,32.38,8.0,1.1,55.59
40.39,22.27,32.47,8.0,1.1,55.73
40.39,22.28,32.55,8.0,1.1,55.87
40.39,22.28,32.63,8.0,1.1,56.02
40.39,22.28,32.71,8.0,1.1,56.16
40.39,22.28,32.8,8.0,1.0,56.35
40.39,22.28,32.88,8.0,1.0,56.5
40.39,22.28,32.96,8.0,1.0,56.69
40.39,22.28,33.04,8.0,1.0,56.89
40.39,22.29,33.12,8.0,1.0,57.44
40.39,22.29,33.2,8.0,1.0,57.54
40.39,22.29,33.29,8.0,1.0,57.65
40.39,22.29,33.37,8.0,1.0,57.76
40.39,22.29,33.45,8.0,1.0,57.87
40.39,22.29,33.53,8.0,1.0,57.99
40.39,22.29,33.62,8.0,1.0,58.12
40.39,22.3,33.7,8.0,1.0,58.24
40.39,22.3,33.78,8.0,1.0,58.37
40.39,22.3,33.86,8.0,1.0,58.09
40.39,22.3,33.94,8.0,1.0,58.27
40.39,22.3,34.03,8.0,1.0,58.44
40.39,22.3,34.11,8.0,1.0,58.6
40.39,22.3,34.19,8.0,1.0,58.77
40.39,22.31,34.27,8.0,1.0,58.93
40.39,22.31,34.35,8.0,1.0,59.09
40.39,22.31,34.44,8.0,1.0,59.24
40.39,22.31,34.52,8.0,1.0,59.4
40.39,22.31,34.6,8.0,1.0,59.56
40.39,22.31,34.68,8.0,1.0,59.86
40.39,22.31,34.76,8.0,1.0,59.86
40.39,22.32,34.85,8.0,1.0,60.01
40.39,22.32,34.93,8.0,1.0,60.16
40.39,22.32,35.01,8.0,1.0,60.31
40.39,22.32,35.09,8.0,1.0,60.41
40.39,22.32,35.17,8.0,1.0,60.56
40.39,22.32,35.26,8.0,1.0,60.71
40.39,22.33,35.34,8.0,1.0,60.86
40.39,22.33,35.42,8.0,1.0,61.0
40.39,22.33,35.5,8.0,1.0,61.15
40.39,22.33,35.58,8.0,1.0,61.3
40.39,22.33,35.67,8.0,1.0,61.44
40.39,22.33,35.75,8.0,1.0,61.59
40.39,22.33,35.83,8.0,1.0,61.73
40.39,22.34,35.91,8.0,1.0,61.88
40.39,22.34,35.99,8.0,1.0,62.03
40.39,22.34,36.08,8.0,1.0,62.17
40.39,22.34,36.16,8.0,1.0,62.32
40.39,22.34,36.24,8.0,1.0,62.41
40.39,22.34,36.32,8.0,1.0,62.56
40.39,22.35,36.4,8.0,1.0,62.7
40.39,22.35,36.48,8.0,1.0,62.84
40.39,22.35,36.56,8.0,1.0,62.99
40.39,22.35,36.65,8.0,1.0,63.13
40.39,22.35,36.73,8.0,1.0,63.28
40.39,22.35,36.81,8.0,1.0,63.42
40.39,22.35,36.89,8.0,1.0,63.57
40.39,22.36,36.98,8.0,1.0,63.71
40.39,22.35,37.07,8.0,1.0,63.85
40.39,22.34,37.24,8.0,1.0,64.0
40.39,22.33,37.49,8.0,1.0,64.14
40.39,22.31,37.72,8.0,1.0,64.29
40.39,22.29,37.95,8.0,1.0,64.38
40.39,22.27,37.99,8.0,1.1,64.52
40.39,22.27,38.04,8.0,1.1,64.67
40.39,22.26,38.08,8.0,1.1,64.81
40.39,22.26,38.12,8.0,1.1,64.96
40.39,22.26,38.17,8.0,1.1,65.1
40.39,22.26,38.22,8.0,1.1,65.24
40.39,22.27,38.28,8.0,1.1,65.39
40.39,22.27,38.34,8.0,1.1,65.53
40.39,22.27,38.4,8.0,1.1,65.68
40.39,22.27,38.46,8.0,1.1,65.82
40.39,22.27,38.53,8.0,1.1,65.96
40.39,22.27,38.6,8.0,1.1,66.11
40.39,22.27,38.67,8.0,1.1,66.25
40.39,22.27,38.74,8.0,1.1,66.39
40.39,22.28,38.81,8.0,1.1,66.54
40.39,22.28,38.89,8.0,1.1,66.63
40.39,22.28,38.96,8.0,1.1,66.78
40.39,22.28,39.04,8.0,1.1,66.92
40.39,22.28,39.12,8.0,1.1,67.21
40.39,22.28,39.19,8.0,1.1,67.21
40.39,22.28,39.27,8.0,1.1,67.35
40.39,22.28,39.35,8.0,1.1,67.49
40.39,22.28,39.43,8.0,1.1,67.64
40.39,22.29,39.51,8.0,1.1,67.78
40.39,22.29,39.59,8.0,1.1,67.92
40.39,22.29,39.67,8.0,1.1,68.07
40.39,22.29,39.75,8.0,1.1,68.21
40.39,22.29,39.83,8.0,1.1,68.35
40.39,22.29,39.91,8.0,1.1,68.5
40.39,22.3,39.99,8.0,1.1,68.59
40.39,22.3,40.07,8.0,1.1,68.73
40.39,22.3,40.15,8.0,1.1,68.88
40.39,22.3,40.23,8.0,1.1,69.02
40.39,22.3,40.31,8.0,1.1,69.16
40.39,22.3,40.39,8.0,1.1,69.31
40.39,22.3,40.48,8.0,1.1,69.45
40.39,22.3,40.56,8.0,1.1,69.59
40.39,22.31,40.64,8.0,1.1,69.74
40.39,22.31,40.72,8.0,1.1,69.88
40.39,22.31,40.8,8.0,1.1,70.02
40.39,22.31,40.88,8.0,1.1,70.17
40.39,22.31,40.97,8.0,1.1,70.31
40.39,22.31,41.05,8.0,1.1,70.45
40.39,22.31,41.13,8.0,1.1,70.55
40.39,22.31,41.21,8.0,1.1,70.69
40.39,22.32,41.29,8.0,1.1,70.83
40.39,22.32,41.37,8.0,1.1,71.12
40.39,22.32,41.46,8.0,1.1,71.12
40.39,22.32,41.54,8.0,1.1,71.26
40.39,22.32,41.62,8.0,1.1,71.46
40.39,22.32,41.7,8.0,1.1,71.6
40.39,22.32,41.78,8.0,1.1,71.79
40.39,22.33,41.87,8.0,1.1,71.99
40.39,22.33,41.95,8.0,1.0,72.18
40.39,22.33,42.03,8.0,1.0,72.33
40.39,22.33,42.11,8.0,1.0,72.52
40.39,22.33,42.19,8.0,1.0,72.66
40.39,22.33,42.28,8.0,1.0,72.76
40.39,22.33,42.36,8.0,1.0,72.9
40.39,22.34,42.44,8.0,1.0,73.05
40.39,22.34,42.52,8.0,1.0,73.19
40.39,22.34,42.6,8.0,1.0,73.33
40.39,22.34,42.69,8.0,1.0,73.48
40.39,22.34,42.77,8.0,1.0,73.62
40.39,22.34,42.85,8.0,1.0,73.77
40.39,22.34,42.93,8.0,1.0,74.05
40.39,22.35,43.01,8.0,1.0,74.2
40.39,22.35,43.1,8.0,1.0,74.34
40.39,22.35,43.18,8.0,1.0,74.49
40.39,22.35,43.26,8.0,1.0,74.49
40.39,22.35,43.34,8.0,1.0,74.77
40.39,22.36,43.67,8.0,1.1,75.3
40.39,22.37,44.24,8.0,1.1,76.3
40.39,22.37,44.32,8.0,1.1,76.45
40.39,22.37,44.4,8.0,1.1,76.59
40.39,22.37,44.49,8.0,1.1,76.74
40.39,22.37,44.57,8.0,1.1,76.88
40.39,22.37,44.65,8.0,1.1,77.02
40.39,22.38,44.73,8.0,1.1,77.12
40.39,22.38,44.9,8.0,1.1,77.4
40.39,22.38,44.98,8.0,1.1,77.55
40.39,22.38,45.06,8.0,1.1,77.69
